OBJECTID,BLOCKNUM,BLOCKTXT,Total_FullTime_Jobs,Total_PartTime_Jobs,Total_Jobs,Businesses,Internal_FloorArea,PERIMETER,Shape__Area,Shape__Length
736,677,677,0,0,0,0,3570.664757,261.299,2.95E-07,0.002527278
737,678,678,9,2,11,2,5435.513205,302.494,4.88E-07,0.003109425
738,679,679,41,48,89,7,10385.59094,495.994,6.99E-07,0.004622922
739,26,26,5809,219,6028,69,133254.2126,390.573,7.52E-07,0.003796973
740,532,532,160,51,211,12,8384.476407,292.905,4.91E-07,0.002901298
741,646,646,25,5,30,6,12655.23097,883.57,2.89E-06,0.008672275
742,1097,1097,582,225,807,16,58226.82213,1229.063,7.51E-06,0.012223326
743,747,747,27,40,67,10,12333.25587,564.609,1.14E-06,0.00581541
744,748,748,21,20,41,10,13635.58252,401.123,8.19E-07,0.004081535
745,665,665,69,12,81,15,60866.80804,2051.057,1.08E-05,0.021403461
746,684,684,47,26,73,17,13814.81275,471.664,1.08E-06,0.004832541
747,499,499,447,159,606,51,26623.96208,457.568,1.25E-06,0.004467232
748,685,685,36,11,47,1,4922.997111,288.664,3.13E-07,0.002987396
749,686,686,26,2,28,9,13653.38918,538.8,1.31E-06,0.005533198
750,1090,1090,1073,284,1357,99,122522.4428,1504.459,1.29E-05,0.015139385
751,1110,1110,329,87,416,22,27220.73652,705.017,2.85E-06,0.006980152
752,1111,1111,71,54,125,10,30413.08791,554.555,1.55E-06,0.005304406
753,869,869,0,0,0,0,28574.29799,1010.59,3.95E-06,0.010502799
754,868,868,69,35,104,6,41350.7494,3887.3,2.27E-05,0.039841796
755,730,730,63,47,110,12,6476.55011,344.559,6.86E-07,0.003349255
756,43,43,4182,340,4522,207,140264.304,494.203,1.10E-06,0.00491522
757,370,370,441,84,525,8,48912.62259,1601.099,1.35E-05,0.016036782
758,534,534,63,22,85,6,13755.55883,517.388,1.09E-06,0.004910269
759,732,732,16,10,26,5,8979.476585,613.571,6.41E-07,0.005687206
760,1094,1094,394,245,639,24,77515.14881,1430.866,9.34E-06,0.014029381
761,1103,1103,57,67,124,10,8925.86366,529.083,9.08E-07,0.005025399
762,1108,1108,43,33,76,6,15402.69505,491.586,1.28E-06,0.004754198
763,1112,1112,74,32,106,9,23990.81748,550.367,1.51E-06,0.005239424
764,1114,1114,44,9,53,4,41159.91561,598.417,1.74E-06,0.005727203
765,1014,1014,9,3,12,4,18698.42563,662.946,1.61E-06,0.006491329
766,1115,1115,5,0,5,1,5946.978421,592.119,7.08E-07,0.004828813
767,1015,1015,7,2,9,1,21208.48895,677.048,1.77E-06,0.006646336
768,483,483,302,162,464,12,9929.686707,213.081,1.67E-07,0.001982194
769,739,739,27,48,75,14,4465.374846,299.618,3.58E-07,0.00285763
770,1116,1116,89,51,140,16,12688.99063,590.914,1.45E-06,0.005860878
771,740,740,47,73,120,13,14696.81452,453.204,7.56E-07,0.00429878
772,1016,1016,52,129,181,8,24072.50061,732.958,2.45E-06,0.007271209
773,70,70,1296,368,1664,104,54530.90367,408.743,4.76E-07,0.003174439
774,537,537,177,36,213,8,13563.91935,468.044,1.11E-06,0.004742965
775,549,549,7,7,14,3,4224.126287,292.451,3.98E-07,0.003038861
776,741,741,12,27,39,7,10104.96976,327.794,6.08E-07,0.003245771
777,863,863,10289,633,10922,113,303926.7774,1800.827,1.36E-05,0.018023723
778,1030,1030,153,42,195,32,82788.09995,1216.281,6.89E-06,0.012240148
779,1031,1031,8,10,18,4,19370.19628,397.103,8.69E-07,0.003841815
780,1043,1043,157,218,375,22,31187.81807,560.489,1.90E-06,0.005590537
781,1044,1044,10,10,20,3,62333.76561,561.373,1.71E-06,0.005361632
782,1045,1045,18,4,22,1,629.2465252,661.573,2.02E-06,0.006333087
783,1046,1046,43,7,50,2,59781.92474,1082.645,5.84E-06,0.010843737
784,1049,1049,15,3,18,4,19138.55229,716.177,1.63E-06,0.007241485
785,1050,1050,15,13,28,6,18504.0546,623.419,1.72E-06,0.005898124
786,1079,1079,1,0,1,0,34762.97308,467.948,1.06E-06,0.004386236
787,484,484,733,20,753,38,19187.81228,310.454,4.54E-07,0.003060624
788,538,538,5,2,7,2,9872.386143,502.863,8.84E-07,0.005120996
789,700,700,41,38,79,13,5966.225297,207.194,1.99E-07,0.002098188
790,12,12,431,247,678,26,18994.96309,1101.478,2.65E-06,0.010642245
791,61,61,4000,344,4344,100,165687.0161,546.248,1.43E-06,0.005187205
792,1032,1032,25,10,35,6,13936.77404,411.597,9.16E-07,0.004002728
793,1033,1033,0,0,0,0,209.8757222,834.387,3.99E-06,0.008434343
794,1038,1038,89,14,103,16,23541.0354,785.057,2.17E-06,0.007650213
795,1051,1051,2,8,10,1,17792.11322,605.929,1.50E-06,0.005714965
796,485,485,210,23,233,25,8062.940421,244.54,3.29E-07,0.002436218
797,1052,1052,20,10,30,5,13006.99967,413.413,9.15E-07,0.004223724
798,1149,1149,174,96,270,26,39030.59432,976.468,2.47E-06,0.010009123
799,486,486,27,8,35,1,3293.54426,142.258,1.01E-07,0.001437487
800,540,540,53,1,54,1,11884.20859,593.463,2.03E-06,0.005988643
801,1053,1053,7,4,11,3,7406.227372,322.413,5.69E-07,0.003108914
802,48,48,4046,357,4403,93,87352.37307,520.142,7.14E-07,0.004857895
803,83,83,9075,842,9917,45,192514.077,833.238,4.20E-06,0.008822001
804,465,465,942,233,1175,39,69826.58455,473.912,8.47E-07,0.004650497
805,468,468,95,138,233,29,65795.25767,375.516,8.15E-07,0.003632148
806,54,54,7136,1578,8714,423,227000.1901,590.414,1.99E-06,0.005705303
807,541,541,27,12,39,1,5303.376574,447.587,7.00E-07,0.00468909
808,542,542,10,8,18,3,13103.34709,478.794,9.46E-07,0.004999339
809,543,543,12,1,13,6,11470.57743,486.069,9.66E-07,0.00505922
810,687,687,25,6,31,2,9193.060767,560.236,7.42E-07,0.005847494
811,689,689,0,1,1,1,21457.68729,597.713,1.57E-06,0.005669456
812,690,690,26,20,46,10,11316.8385,551.117,1.02E-06,0.00520138
813,691,691,54,27,81,15,41387.92141,815.663,2.60E-06,0.008017146
814,692,692,0,3,3,2,7529.989813,330.139,6.39E-07,0.003223997
815,693,693,0,0,0,0,2835.700294,471.074,7.81E-07,0.004811084
816,695,695,58,18,76,20,18600.74775,357.277,6.77E-07,0.003602321
817,696,696,0,0,0,0,10022.6503,463.824,1.05E-06,0.004447739
818,697,697,91,35,126,22,15164.61418,576.66,1.25E-06,0.005448038
819,717,717,242,178,420,43,17625.09467,424.571,8.01E-07,0.004437937
820,721,721,314,124,438,40,32750.67371,1081.131,4.73E-06,0.010429869
821,727,727,24,34,58,6,8001.188857,708.715,8.45E-07,0.006662545
822,728,728,6,10,16,3,15296.45312,710.69,1.86E-06,0.006662724
823,729,729,102,19,121,11,10098.43025,598.58,5.18E-07,0.005524297
824,1055,1055,20,2,22,6,59095.94681,499.698,1.48E-06,0.004893881
825,1056,1056,31,6,37,5,20782.05998,440.074,7.69E-07,0.004318516
826,1057,1057,208,96,304,28,22629.13228,793.205,2.13E-06,0.007421101
827,1058,1058,43,46,89,4,9061.921934,315.084,5.95E-07,0.003083486
828,1059,1059,490,176,666,40,58286.11195,761.707,2.59E-06,0.007899178
829,1061,1061,167,33,200,19,35051.41157,1036.777,5.37E-06,0.010205568
830,1064,1064,46,59,105,10,130504.4126,824.715,3.04E-06,0.007981377
831,1065,1065,155,87,242,22,83427.21485,634.389,2.22E-06,0.006443156
832,1066,1066,16,18,34,7,9698.892484,314.051,4.85E-07,0.003180334
833,1150,1150,43,30,73,12,47135.15066,935.271,3.33E-06,0.009055864
834,1151,1151,67,58,125,20,29614.61306,611.332,1.92E-06,0.005838759
835,1152,1152,412,215,627,69,97179.65839,1651.279,1.16E-05,0.016156803
836,1153,1153,650,244,894,101,91978.48394,1391.026,9.84E-06,0.013782178
837,1154,1154,333,172,505,70,99417.69306,1465.305,7.81E-06,0.014146573
838,698,698,31,63,94,19,17421.72427,502.89,1.25E-06,0.004785432
839,993,993,2,6,8,1,6118.38288,1592.834,9.63E-06,0.015673965
840,994,994,0,0,0,0,0,1082.95,4.71E-06,0.009990168
841,995,995,21,15,36,3,6073.075664,962.232,1.86E-06,0.009037053
842,105,105,11,4,15,3,5356.048476,1147.618,8.50E-06,0.011119511
843,111,111,907,281,1188,36,99736.06387,3014.914,4.66E-06,0.029111072
844,471,471,86,228,314,46,34314.59403,522.374,1.43E-06,0.005157915
845,544,544,21,23,44,6,20215.02222,594.585,1.39E-06,0.005615546
846,1067,1067,22,7,29,5,18793.60033,1104.14,2.01E-06,0.006202393
847,1069,1069,56,34,90,15,7302.860146,510.342,1.07E-06,0.005162911
848,106,106,78,45,123,3,25522.11582,490.9,1.56E-06,0.004864626
849,108,108,26,17,43,2,16748.03366,808.771,3.17E-06,0.007964247
850,76,76,3216,953,4169,191,94603.87989,530.023,1.13E-06,0.005012083
851,699,699,169,146,315,49,22041.76076,640.489,1.67E-06,0.006475429
852,109,109,38,38,76,3,7366.474649,1098.95,7.47E-06,0.010678542
853,828,828,21,7,28,6,18311.4086,356.156,5.76E-07,0.003409231
854,1155,1155,1337,436,1773,146,266641.4263,2046.577,2.36E-05,0.020012366
855,1070,1070,220,26,246,8,44051.8107,517.798,1.29E-06,0.00537051
856,1071,1071,1,4,5,1,2422.73109,219.524,2.68E-07,0.002214829
857,849,849,54,84,138,16,5441.529907,274.159,4.14E-07,0.002642285
858,850,850,27,27,54,11,2083.437674,187.235,1.97E-07,0.001829316
859,1072,1072,108,4,112,3,16122.67948,409.687,8.04E-07,0.00400376
860,1075,1075,8,5,13,4,45442.51839,357.324,6.85E-07,0.003434187
861,931,931,12,1,13,1,4306.650972,333.601,5.97E-07,0.003276346
862,454,454,481,145,626,80,55221.50805,425.794,9.44E-07,0.004703146
863,857,857,29,39,68,13,5617.525032,254.684,3.69E-07,0.002464194
864,1076,1076,381,259,640,58,141281.9434,645.309,2.28E-06,0.006130125
865,1077,1077,70,13,83,5,36725.91758,432.869,9.64E-07,0.004175819
866,858,858,38,65,103,21,8623.956732,396.214,8.64E-07,0.003786589
867,859,859,2,2,4,1,7132.97487,374.158,5.87E-07,0.00357142
868,113,113,6548,1208,7756,94,241838.8539,1137.345,4.88E-06,0.010902753
869,860,860,92,48,140,25,19351.28507,581.32,1.35E-06,0.006028234
870,932,932,67,0,67,4,10519.96151,418.219,7.65E-07,0.004128112
871,1078,1078,341,5,346,20,93153.84888,1748.955,1.53E-05,0.017667602
872,861,861,43,28,71,15,5166.136221,297.44,5.00E-07,0.002978623
873,1087,1087,115,92,207,10,25887.65159,609.908,1.81E-06,0.005922493
874,545,545,188,78,266,53,28257.57517,672.168,1.70E-06,0.006307236
875,829,829,21,27,48,14,31344.99299,694.722,1.90E-06,0.007129112
876,1156,1156,848,207,1055,146,165044.5161,1525.682,1.26E-05,0.014998705
877,1088,1088,143,145,288,27,62073.587,836.402,3.56E-06,0.008050451
878,55,55,5690,1128,6818,397,220418.1911,546.693,1.76E-06,0.005307553
879,18,18,344,129,473,31,22270.5597,513.872,8.60E-07,0.004925263
880,1158,1158,317,1,318,15,39237.71331,3798.182,6.62E-06,0.021288336
881,826,826,187,132,319,7,15524.48376,396.807,7.97E-07,0.003990725
882,546,546,156,17,173,12,15938.3151,497.9,1.38E-06,0.004955673
883,455,455,169,12,181,13,16840.6249,324.317,6.31E-07,0.003169704
884,547,547,31,7,38,5,14643.47624,424.482,7.25E-07,0.004332631
885,1117,1117,91,49,140,16,44528.51192,601.807,2.24E-06,0.005989698
886,548,548,18,15,33,3,8585.790649,410.216,6.17E-07,0.00415571
887,1159,1159,613,157,770,46,86665.5329,2102.538,1.20E-05,0.020274252
888,1160,1160,3,1,4,1,37218.48165,558.82,1.37E-06,0.005771843
889,827,827,260,75,335,10,44052.83385,835.938,2.84E-06,0.008705985
890,1161,1161,27,3,30,6,40050.90115,2763.344,4.24E-05,0.026684176
891,1118,1118,599,111,710,41,35438.83185,456.425,1.18E-06,0.004423838
892,966,966,0,0,0,0,10134.47683,206.962,2.25E-06,0.009224304
893,787,787,173,23,196,18,13698.00779,389.345,6.21E-07,0.004057541
894,457,457,429,120,549,42,35658.06811,436.011,1.00E-06,0.004183418
895,788,788,378,31,409,33,18208.47965,397.734,8.34E-07,0.004085757
896,458,458,512,108,620,23,23574.47342,428.938,9.94E-07,0.004104762
897,789,789,180,26,206,19,11952.74547,376.188,8.14E-07,0.003646289
898,791,791,63,20,83,10,15089.91485,346.013,6.25E-07,0.003315597
899,964,964,0,0,0,0,15669.24891,501.146,1.24E-06,0.005094036
900,963,963,0,0,0,0,4519.777161,374.137,4.89E-07,0.003844255
901,962,962,0,0,0,0,27327.43282,668.504,2.38E-06,0.007180216
902,967,967,7,5,12,4,31016.75876,814.312,3.49E-06,0.008188872
903,1122,1122,149,48,197,8,104858.9856,1150.446,7.29E-06,0.011090904
904,792,792,34,28,62,9,4347.790932,232.84,3.33E-07,0.002325487
905,955,955,0,0,0,0,13908.1185,562.031,1.48E-06,0.00585965
906,954,954,0,0,0,0,8105.126176,470.808,1.35E-06,0.00476454
907,961,961,2,18,20,1,6975.941244,320.099,4.77E-07,0.003226202
908,965,965,26,6,32,5,3626.68824,206.962,2.20E-07,0.002040544
909,29,29,3727,471,4198,187,169387.4103,590.487,1.96E-06,0.005711113
910,1123,1123,181,58,239,8,65195.93663,1156.559,4.36E-06,0.010997594
911,1157,1157,593,324,917,74,153883.7007,3952.758,2.21E-05,0.025386838
912,1139,1139,77,88,165,30,14891.02423,522.497,1.45E-06,0.005028914
913,169,169,105,85,190,8,44727.12155,458.78,1.14E-06,0.004491627
914,550,550,46,67,113,13,8284.315547,423.942,1.08E-06,0.004184312
915,460,460,7,3,10,4,31676.73827,372.589,6.32E-07,0.003847482
916,461,461,22,14,36,2,10254.42554,222.285,2.91E-07,0.002243813
917,25,25,671,222,893,13,58481.7702,357.816,5.48E-07,0.003438802
918,27,27,746,296,1042,48,66251.62697,479.968,9.76E-07,0.004530315
919,170,170,40,15,55,2,69196.34066,465.756,1.16E-06,0.004511863
920,352,352,26,20,46,6,16767.1029,247.56,2.50E-07,0.002420223
921,464,464,387,81,468,17,63754.79488,321.484,6.54E-07,0.003150746
922,830,830,829,143,972,13,170036.4693,1134.028,7.82E-06,0.011319782
923,831,831,2,1,3,1,15479.82875,406.346,8.13E-07,0.00390573
924,1140,1140,262,48,310,42,37675.15776,672.46,2.81E-06,0.006659434
925,953,953,31,16,47,5,15051.97019,619.371,1.91E-06,0.006247294
926,960,960,0,0,0,0,30846.29235,672.139,2.46E-06,0.006749532
927,78,78,7391,1849,9240,300,248264.3592,561.258,1.78E-06,0.005426521
928,171,171,19,11,30,5,7903.729254,363.394,5.17E-07,0.003491271
929,172,172,53,30,83,12,15553.88457,481.444,1.27E-06,0.004691164
930,353,353,19,6,25,8,2678.49383,172.641,1.45E-07,0.001786221
931,357,357,580,84,664,32,40580.32302,253.853,3.86E-07,0.002488925
932,551,551,44,50,94,11,5500.416721,302.766,3.36E-07,0.002879521
933,552,552,11,0,11,2,4383.364899,345.041,6.44E-07,0.003389958
934,585,585,4,5,9,2,5440.110749,313.679,5.69E-07,0.003148018
935,832,832,166,106,272,6,28126.77913,456.768,9.47E-07,0.004374532
936,833,833,121,49,170,8,21788.83046,601.258,1.40E-06,0.00625204
937,834,834,11,16,27,6,27285.47034,555.14,1.08E-06,0.005790428
938,1141,1141,255,58,313,27,52843.3993,875.883,4.09E-06,0.008672744
939,1142,1142,0,0,0,0,32598.03541,651.462,1.96E-06,0.006207067
940,1143,1143,397,100,497,55,29921.97265,636.85,1.82E-06,0.006054444
941,1303,1303,0,0,0,0,0,689.902,5.63E-06,0.010270364
942,1302,1302,2391,636,3027,15,116744.4811,715.336,3.04E-06,0.007292571
943,1301,1301,18068,2216,20284,153,438193.105,897.486,4.35E-06,0.009306166
944,338,338,400,99,499,5,32476.94845,574.81,1.77E-06,0.005529122
945,835,835,97,38,135,11,18020.18357,492.081,9.30E-07,0.005119889
946,1148,1148,155,44,199,23,20113.63046,819.912,3.81E-06,0.008162322
947,836,836,44,10,54,2,19168.78562,458.085,8.48E-07,0.004761275
948,1213,1213,77,27,104,3,123097.6403,1073.154,6.26E-06,0.010717657
949,1304,1304,44,10,54,2,22694.66318,2328.383,6.04E-06,0.013556288
950,837,837,9,4,13,1,27761.36565,393.814,6.14E-07,0.004081324
951,1231,1231,38,29,67,9,53930.62494,917.626,1.48E-06,0.007806464
952,1232,1232,0,0,0,0,0,263.009,3.91E-07,0.002559127
953,838,838,18,18,36,7,14098.26421,406.818,8.11E-07,0.003918075
954,196,196,666,213,879,37,66879.52567,504.482,1.43E-06,0.004939269
955,339,339,664,139,803,48,49478.2507,554.655,1.61E-06,0.005324469
956,51,51,2269,302,2571,130,81645.86689,404.092,7.52E-07,0.00382422
957,1235,1235,9,12,21,4,4237.98551,219.943,2.86E-07,0.002285493
958,306,306,14,1,15,6,46729.46483,521.062,1.29E-06,0.005003144
959,839,839,213,40,253,30,21799.64718,398.004,7.66E-07,0.00378851
960,1236,1236,2,0,2,1,1580.922822,230.663,1.89E-07,0.001764443
961,1237,1237,5,9,14,4,24274.07416,221.308,1.70E-06,0.005301275
962,340,340,16,10,26,6,10606.06965,456.423,1.19E-06,0.004434
963,1239,1239,14,23,37,6,19399.16213,330.037,3.24E-07,0.003133364
964,840,840,16,27,43,7,16021.92723,361.553,4.95E-07,0.003766226
965,184,184,583,118,701,42,74584.99347,508.991,1.54E-06,0.004981475
966,343,343,39,52,91,6,6994.205076,305.954,5.12E-07,0.003059836
967,1240,1240,27,10,37,6,43346.71368,545.447,1.47E-06,0.005105496
968,344,344,3,8,11,1,4604.116635,225.815,2.00E-07,0.002134963
969,1241,1241,29,51,80,13,44111.69894,514.951,1.44E-06,0.00527733
970,841,841,8,11,19,6,10102.42876,402.039,7.72E-07,0.004140104
971,1256,1256,3,2,5,2,11968.20973,630.18,1.83E-06,0.006096217
972,1242,1242,27,15,42,7,80707.26748,711.601,2.07E-06,0.006147727
973,843,843,47,16,63,7,15052.48252,436.212,5.07E-07,0.004063322
974,586,586,106,74,180,26,19731.13457,458.034,1.06E-06,0.004358034
975,59,59,1501,318,1819,15,150415.1652,1269.058,4.81E-06,0.012098384
976,125,125,2358,926,3284,55,111639.6146,531.122,9.25E-07,0.00495654
977,974,974,14,21,35,4,12996.36061,450.216,1.16E-06,0.004514498
978,973,973,16,13,29,4,9558.060172,446.274,1.15E-06,0.004468805
979,844,844,199,80,279,10,108894.6837,934.493,4.29E-06,0.009270739
980,845,845,16,5,21,8,138913.3671,1193.309,5.64E-06,0.012074483
981,219,219,517,149,666,70,27208.728,591.31,1.33E-06,0.005879483
982,315,315,145,212,357,34,126362.358,957.45,3.96E-06,0.009328567
983,793,793,18,18,36,7,4617.858987,244.774,3.56E-07,0.002482139
984,959,959,20,24,44,6,31322.43909,772.207,3.02E-06,0.00768013
985,102,102,12,2,14,2,596.4107211,1165.432,7.65E-06,0.011503498
986,226,226,1479,109,1588,25,234487.7087,1137.226,6.65E-06,0.010755611
987,228,228,10,4,14,4,98132.70282,670.604,2.22E-06,0.006505604
988,794,794,71,22,93,7,11261.13638,283.394,4.63E-07,0.002877413
989,956,956,0,0,0,0,26813.176,783.957,2.91E-06,0.007741873
990,957,957,0,0,0,0,15106.1849,624.97,2.04E-06,0.006210179
991,958,958,148,34,182,48,24854.41693,652.138,2.60E-06,0.006491456
992,62,62,2810,192,3002,113,111855.0671,500.698,8.94E-07,0.004675684
993,231,231,35,18,53,8,32173.95055,525.425,1.27E-06,0.005028428
994,361,361,1387,309,1696,51,62797.79901,2390.534,1.29E-05,0.023723541
995,795,795,45,4,49,3,7587.254388,268.3,3.23E-07,0.002780191
996,796,796,10,12,22,3,8763.772261,293.649,3.93E-07,0.00304023
997,444,444,71,14,85,8,22222.68013,353.401,5.47E-07,0.003475322
998,800,800,146,23,169,15,18131.0864,338.394,6.53E-07,0.003428004
999,317,317,44,30,74,18,7689.328791,160.267,1.49E-07,0.001554341
1000,391,391,165,117,282,2,26765.48081,2155.983,1.69E-05,0.02025334
1001,234,234,3923,352,4275,13,116272.2011,1174.185,5.79E-06,0.011302005
1002,1345,1345,59,126,185,18,12619.32306,862.519,2.06E-06,0.008431791
1003,239,239,250,33,283,7,48685.22934,1263.935,4.00E-06,0.012355304
1004,801,801,209,36,245,11,11101.30652,292.13,4.10E-07,0.003022134
1005,802,802,83,17,100,6,4773.98223,193.468,2.32E-07,0.001932624
1006,905,905,40,10,50,1,26530.29228,493.218,1.07E-06,0.005066974
1007,324,324,78,215,293,32,38899.8004,485.763,5.55E-07,0.004754891
1008,325,325,15,14,29,6,75287.1336,775.425,1.71E-06,0.007211634
1009,806,806,58,6,64,4,13324.71106,299.877,5.12E-07,0.003027922
1010,807,807,75,2,77,6,7732.808565,242.177,3.42E-07,0.002447203
1011,103,103,299,107,406,23,47809.05186,5606.765,4.68E-05,0.0527234
1012,809,809,68,18,86,12,11749.03161,294.985,4.24E-07,0.003033408
1013,911,911,43,118,161,20,10935.27916,469.445,1.19E-06,0.004700633
1014,937,937,29,16,45,6,10739.05193,463.486,1.01E-06,0.004733775
1015,326,326,135,81,216,18,43709.41526,706.642,1.55E-06,0.006635743
1016,938,938,48,0,48,5,3082.239454,211.292,2.72E-07,0.002078997
1017,401,401,85,271,356,37,87081.62583,512.907,1.38E-06,0.005310503
1018,903,903,154,39,193,5,27730.88795,603.038,1.84E-06,0.006187398
1019,904,904,38,29,67,4,16861.78515,522.6,1.13E-06,0.005442929
1020,939,939,1,4,5,1,9212.199911,442.457,9.85E-07,0.004314792
1021,940,940,3,0,3,1,9195.348745,351.077,6.98E-07,0.003454326
1022,75,75,3229,498,3727,189,130065.2692,528.843,1.09E-06,0.004955878
1023,902,902,186,237,423,29,75309.68473,558.101,1.07E-06,0.005853042
1024,912,912,40,54,94,8,7413.860409,424.782,9.71E-07,0.004104897
1025,941,941,20,2,22,5,9061.050011,358.214,6.95E-07,0.003524836
1026,942,942,170,32,202,5,9253.234994,464.779,7.86E-07,0.004442778
1027,127,127,1839,482,2321,162,130777.803,445.658,1.11E-06,0.004311744
1028,402,402,35,108,143,15,18082.93923,336.667,6.30E-07,0.003420331
1029,945,945,30,29,59,10,6332.926136,280.092,4.69E-07,0.002771134
1030,405,405,14,24,38,9,11155.57361,264.174,2.95E-07,0.00264142
1031,946,946,37,3,40,4,4637.149623,269.466,4.28E-07,0.002664837
1032,122,122,20,44,64,8,51496.71354,279.476,3.40E-07,0.002912803
1033,1370,1370,385,417,802,2,121693.2595,1906.332911,4.33E-06,0.009406272
1034,947,947,36,3,39,4,9364.376081,352.469,6.53E-07,0.003461765
1035,84,84,4,4,8,1,6359.242999,212.393,2.38E-07,0.00208342
1036,424,424,275,39,314,19,38082.66808,932.976,1.70E-06,0.009553782
1037,948,948,78,19,97,23,10323.19568,363.667,7.17E-07,0.003570258
1038,71,71,3287,340,3627,103,123977.7123,477.754,9.45E-07,0.004011587
1039,430,430,99,110,209,24,29462.18105,617.985,1.10E-06,0.005825693
1040,688,688,332,54,386,5,67666.50678,780.574,3.52E-06,0.007854271
1041,824,824,3,54,57,1,1906.631076,1329.115,8.93E-06,0.012316752
1042,870,870,264,63,327,8,29899.42898,1266.328,4.55E-06,0.012860927
1043,871,871,1545,314,1859,50,151486.5177,1901.496,9.45E-06,0.018984654
1044,880,880,755,177,932,15,133692.7512,1433.839,6.52E-06,0.01152895
1045,437,437,33,42,75,9,15585.71166,304.756,4.71E-07,0.002949472
1046,1371,1371,174,490,664,5,107158.2342,1906.332911,4.77E-06,0.008863309
1047,901,901,471,1258,1729,162,87015.78533,685.961,2.22E-06,0.00712232
1048,949,949,19,9,28,3,17421.63708,675.893,2.47E-06,0.006771257
1049,815,815,6,6,12,3,10661.94696,333.133,4.39E-07,0.003164473
1050,816,816,51,9,60,5,1975.072264,230.672,1.86E-07,0.002212598
1051,885,885,932,257,1189,22,74150.99029,1370.234,9.82E-06,0.015622756
1052,1372,1372,137,10,147,2,57882.96581,1906.332911,2.38E-06,0.006409008
1053,1375,1375,0,0,0,0,0,1906.332911,4.66E-06,0.01439344
1054,90,90,5620,677,6297,283,216282.6688,665.905,2.10E-06,0.006323305
1055,886,886,148,39,187,24,39613.08365,1566.579,3.97E-06,0.016205414
1056,93,93,114,144,258,12,28422.93553,316.525,5.00E-07,0.003074827
1057,91,91,1982,580,2562,299,151967.3926,601.281,1.12E-06,0.005587349
1058,123,123,296,229,525,79,30088.36718,428.911,1.10E-06,0.004312585
1059,439,439,45,30,75,13,13066.9219,258.586,3.89E-07,0.002579647
1060,884,884,402,135,537,26,82791.3953,1443.037,1.09E-05,0.015709444
1061,951,951,35,21,56,15,28770.82327,536.253,1.74E-06,0.005380849
1062,94,94,896,345,1241,66,76603.3796,390.135,8.96E-07,0.003777673
1063,882,882,41,5,46,6,19935.41526,871.766,4.05E-06,0.009035133
1064,883,883,122,40,162,10,23303.97381,1249.673,6.17E-06,0.011537655
1065,96,96,2890,503,3393,173,119661.7876,406.604,9.82E-07,0.003948093
1066,114,114,454,107,561,49,108170.3312,503.687,9.35E-07,0.004730303
1067,881,881,473,238,711,5,68852.02825,1348.042,1.08E-05,0.012818293
1068,913,913,75,94,169,31,30341.03036,829.326,2.59E-06,0.008380104
1069,914,914,0,0,0,0,7963.70781,486.147,1.02E-06,0.005007609
1070,918,918,1,5,6,1,12428.92165,490.097,1.35E-06,0.004950391
1071,917,917,231,35,266,20,34999.91572,733.567,1.54E-06,0.007663057
1072,80,80,1528,892,2420,182,84928.0075,400.087,7.15E-07,0.003770338
1073,81,81,37,10,47,3,7954.079106,410.458,4.94E-07,0.003089267
1074,915,915,92,14,106,3,21643.97906,1054.554,2.04E-06,0.011250972
1075,916,916,150,64,214,3,17575.0274,526.49,1.17E-06,0.005514356
1076,121,121,1896,275,2171,61,143067.8585,349.192,7.36E-07,0.003500352
1077,79,79,638,500,1138,8,61441.75332,1096.531,3.73E-06,0.010683282
1078,307,307,1129,44,1173,18,100253.6059,720.6,1.73E-05,0.04183767
1079,308,308,1071,286,1357,12,94148.40833,3392.784,9.91E-06,0.021644758
1080,98,98,1669,321,1990,90,88094.04183,335.238,5.29E-07,0.003178823
1081,923,923,0,0,0,0,15528.40999,675.481,1.97E-06,0.006818578
1082,919,919,62,48,110,12,10480.64172,390.586,8.41E-07,0.003889805
1083,922,922,7,0,7,1,18971.22549,701.433,1.93E-06,0.007121103
1084,924,924,39,25,64,10,17446.53111,614.495,1.74E-06,0.006203135
1085,925,925,49,33,82,34,19410.36053,531.839,1.25E-06,0.005382562
1086,421,421,59,5,64,3,4247.712411,263.74,3.43E-07,0.002675245
1087,97,97,1715,280,1995,109,132723.4522,404.12,9.54E-07,0.003918064
1088,921,921,4,2,6,3,11225.5593,531.249,1.01E-06,0.005372735
1089,952,952,349,64,413,12,28955.36014,602.652,2.17E-06,0.006059241
1090,920,920,25,15,40,10,15051.51037,482.171,1.17E-06,0.004753689
1091,823,823,60,26,86,8,13875.5888,273.575,3.65E-07,0.002836147
1092,422,422,1059,157,1216,6,142134.9404,781.292,2.57E-06,0.007892431
1093,433,433,117,170,287,3,13380.9997,708.177,1.38E-06,0.00703502
1094,820,820,53,9,62,5,13602.03231,380.484,8.16E-07,0.003704368
1095,822,822,29,34,63,4,9992.102876,410.638,8.51E-07,0.003934349
1096,819,819,68,26,94,8,9021.370895,337.306,6.29E-07,0.003280792
1097,821,821,72,38,110,15,27875.57418,609.453,1.48E-06,0.005962844
1098,810,810,84,35,119,11,10043.90393,442.693,1.17E-06,0.004334514
1099,811,811,114,56,170,14,10252.17836,302.926,4.63E-07,0.003115968
