Num,BLOCKNUM,Total_FullTime_Jobs,Total_PartTime_Jobs,Total_Jobs,Businesses,Internal_FloorArea,PERIMETER,Shape__Area,Shape__Length,suburb,jobs_sqm
385,304,2,5,7,1,50864.75149,753.07,0.00000194,0.007271199,"Pott Point",0
386,301,17,11,28,8,103759.2192,1141.11,0.0000069,0.010694165,"Pott Point",0
387,300,141,119,260,11,78567.35565,3380.11,0.00000761,0.032656696,"Pott Point",0
388,302,12,22,34,5,48038.16868,539.448,0.00000132,0.005440724,"Pott Point",0
389,569,460,12,472,20,17275.33928,269.529,0.000000421,0.002637451,"Darlinghurst and Surry Hill",0.03
390,65,764,195,959,82,31981.03764,288.223,0.000000466,0.002787282,"Sydney CBD",0.03
391,1119,0,0,0,0,4007.785157,447.713,0.00000112,0.004331038,Alexandria,0
392,1124,0,0,0,0,3074.054849,791.05,0.00000122,0.007298388,Alexandria,0
393,1125,0,0,0,0,8889.298855,749.479,0.00000306,0.007602328,Alexandria,0
394,1126,5,9,14,2,1075.923743,392.238,0.000000949,0.003872065,Alexandria,0.01
395,1127,6,8,14,6,6774.561894,543.975,0.00000164,0.005258476,Alexandria,0
396,1128,0,0,0,0,9254.335544,812.571,0.00000291,0.008286011,Alexandria,0
397,1129,0,0,0,0,8748.513819,760.588,0.00000262,0.007916817,Alexandria,0
398,1130,0,0,0,0,13247.5392,942.793,0.00000402,0.0097244,Alexandria,0
399,1131,0,0,0,0,9945.348325,939.128,0.00000313,0.009809106,Alexandria,0
400,1133,1,3,4,1,7746.461258,689.281,0.00000227,0.007110058,Alexandria,0
401,1134,0,0,0,0,6104.847138,639.603,0.00000197,0.006598933,Alexandria,0
402,1135,0,4,4,2,11066.96769,759.013,0.00000395,0.007526639,Alexandria,0
403,1136,0,0,0,0,5849.703584,544.402,0.00000164,0.00526237,Alexandria,0
404,1137,3,4,7,2,5755.203919,544.497,0.00000164,0.005262952,Alexandria,0
405,1138,0,0,0,0,4655.463054,511.779,0.00000135,0.004916162,Alexandria,0
406,1132,4,3,7,2,17687.412,1856.722,0.00000547,0.019402063,Alexandria,0
407,50,2238,527,2765,50,79134.54139,397.949,0.000000665,0.003750052,"Sydney CBD",0.03
408,85,2645,282,2927,90,154776.0054,507.619,0.0000013,0.004840091,"Sydney CBD",0.02
409,120,427,265,692,216,120877.635,484.755,0.00000137,0.004745793,"Sydney CBD",0.01
410,570,387,54,441,59,20896.06859,308.36,0.00000056,0.003011697,"Darlinghurst and Surry Hill",0.02
411,599,0,0,0,0,8318.167908,345.439,0.000000682,0.003352987,"Darlinghurst and Surry Hill",0
412,1362,0,0,0,0,3426.276163,227.24,0.000000334,0.002262296,"Redfern, Erskineville and Macdonaldtown",0
413,1363,1,0,1,0,18350.05018,355.235,0.000000529,0.003609095,"Redfern, Erskineville and Macdonaldtown",0
414,1361,0,0,0,1,14051.51082,228.062,0.000000316,0.002304827,"Redfern, Erskineville and Macdonaldtown",0
415,910,0,0,0,0,7186.85118,425.241,0.00000086,0.004281841,Glebe,0
416,909,0,0,0,0,5227.264495,418.391,0.000000864,0.004156766,Glebe,0
417,908,6,2,8,1,5427.139599,371.221,0.000000702,0.003668318,Glebe,0
418,906,0,0,0,0,808.4436389,259.974,0.000000423,0.002551135,Glebe,0
419,907,0,0,0,0,5165.908921,304.611,0.000000532,0.003022939,Glebe,0
420,58,4576,682,5258,179,136238.6299,399.424,0.000000898,0.003855593,"Sydney CBD",0.04
421,49,9933,1853,11786,21,133869.6626,573.057,0.0000011,0.005393285,"Sydney CBD",0.09
422,930,0,0,0,0,10525.3944,294.455,0.000000529,0.002913684,Glebe,0
423,927,0,8,8,1,8731.151078,438.935,0.00000101,0.004430193,Glebe,0
424,926,6,0,6,1,9321.499095,476.165,0.00000105,0.004833042,Glebe,0
425,928,0,0,0,0,4901.748233,363.74,0.000000691,0.003643162,Glebe,0
426,929,0,0,0,0,4633.395253,307.75,0.000000542,0.003065534,Glebe,0
427,571,74,20,94,9,10723.12828,300.142,0.000000457,0.002916799,"Darlinghurst and Surry Hill",0.01
428,572,177,32,209,5,23142.58503,335.611,0.000000654,0.003258935,"Darlinghurst and Surry Hill",0.01
429,573,57,16,73,14,22601.24841,328.647,0.000000641,0.003186628,"Darlinghurst and Surry Hill",0
430,386,0,0,0,0,21195.48743,609.803,0.00000218,0.005935911,"Moore Park",0
431,388,0,0,0,0,47275.89227,855.053,0.00000394,0.008283206,"Moore Park",0
432,389,8,1,9,1,34297.57724,847.076,0.00000344,0.008448973,"Moore Park",0
433,385,6,1,7,1,32007.24264,779.226,0.0000027,0.007920068,"Moore Park",0
434,387,0,0,0,0,22654.45547,572.278,0.00000126,0.005639426,"Moore Park",0
435,363,24,27,51,9,7491.518039,735.157,0.00000252,0.007499646,"Moore Park",0.01
436,360,642,558,1200,20,118787.8247,1857.061,0.0000146,0.018201827,"Moore Park",0.01
437,362,597,772,1369,61,149519.7796,1739.956,0.0000127,0.017334464,"Moore Park",0.01
438,574,105,33,138,20,20750.2521,361.395,0.000000633,0.003245584,"Darlinghurst and Surry Hill",0.01
439,655,0,0,0,0,8502.883371,502.467,0.00000102,0.00479424,"Redfern, Erskineville and Macdonaldtown",0
440,653,0,0,0,0,26886.23528,486.948,0.00000147,0.004878632,"Redfern, Erskineville and Macdonaldtown",0
441,654,0,0,0,0,8917.43385,453.431,0.000000941,0.004308595,"Redfern, Erskineville and Macdonaldtown",0
442,635,0,0,0,0,32673.02296,495.788,0.00000145,0.004971238,"Redfern, Erskineville and Macdonaldtown",0
443,636,0,0,0,0,55594.74828,595.949,0.00000218,0.005881385,"Redfern, Erskineville and Macdonaldtown",0
444,663,0,0,0,0,0,356.833,0.000000323,0.003347861,"Redfern, Erskineville and Macdonaldtown",0
445,664,0,0,0,0,18437.59024,273.229,0.000000426,0.002635375,"Redfern, Erskineville and Macdonaldtown",0
446,41,2999,332,3331,104,131638.4974,395.273,0.000000921,0.003902328,"Sydney CBD",0.03
447,1008,12,8,20,4,16746.97023,547.56,0.00000127,0.005366464,Alexandria,0
448,1009,0,0,0,0,13686.89837,563.005,0.0000014,0.005533242,Alexandria,0
449,1010,0,0,0,0,25141.41686,557.067,0.00000141,0.005480629,Alexandria,0
450,36,1745,349,2094,195,45896.73043,271.689,0.00000035,0.002580406,"Sydney CBD",0.05
451,211,14,12,26,9,29639.75465,302.924,0.000000502,0.002969543,"Sydney CBD",0
452,87,3019,486,3505,211,81268.60534,483.287,0.000000973,0.004546783,"Sydney CBD",0.04
453,588,0,0,0,0,13357.06136,534.646,0.00000129,0.005536299,"Darlinghurst and Surry Hill",0
454,589,130,13,143,23,18929.0943,576.735,0.00000164,0.00593698,"Darlinghurst and Surry Hill",0.01
455,758,0,0,0,0,2623.190671,186.421,0.000000185,0.001902702,"Redfern, Erskineville and Macdonaldtown",0
456,759,0,0,0,0,1259.704401,127.372,0.0000000987,0.001258943,"Redfern, Erskineville and Macdonaldtown",0
457,760,0,0,0,0,1708.285624,153.455,0.000000139,0.001544308,"Redfern, Erskineville and Macdonaldtown",0
458,761,0,0,0,0,1367.087172,195.065,0.000000144,0.001866374,"Redfern, Erskineville and Macdonaldtown",0
459,502,180,32,212,8,20937.16253,370.598,0.000000831,0.003632542,"Darlinghurst and Surry Hill",0.01
460,520,0,0,0,0,9480.180697,409.06,0.000000639,0.003842658,"Darlinghurst and Surry Hill",0
461,1047,0,0,0,0,9868.066509,336.521,0.00000065,0.003408457,Alexandria,0
462,199,0,0,0,0,8186.457054,394.243,0.000000585,0.003779737,"Sydney CBD",0
463,227,0,0,0,0,7745.093773,504.99,0.000000809,0.004765585,"Sydney CBD",0
464,310,0,0,0,0,19835.46411,587.22,0.00000102,0.005692191,"Pott Point",0
465,309,0,0,0,0,24567.4306,780.375,0.00000248,0.00759675,"Pott Point",0
466,328,0,0,0,0,6693.142786,283.582,0.000000355,0.002686863,"Pott Point",0
467,334,0,0,0,0,7333.282643,216.602,0.00000025,0.002076987,"Pott Point",0
468,341,0,0,0,0,6369.509794,331.019,0.000000667,0.003292286,"Pott Point",0
469,390,0,0,0,0,1336.167529,2487.99,0.0000214,0.023626761,"Moore Park",0
470,435,1,0,1,1,6019.157186,254.904,0.000000293,0.002436831,"Darlinghurst and Surry Hill",0
471,409,0,0,0,0,9216.335106,214.146,0.000000263,0.00207903,"Darlinghurst and Surry Hill",0
472,418,0,0,0,0,3927.003651,283.164,0.000000352,0.002769367,"Darlinghurst and Surry Hill",0
473,412,0,0,0,0,11726.85869,230.16,0.00000028,0.002366766,"Darlinghurst and Surry Hill",0
474,536,0,0,0,0,7155.440904,362.094,0.000000539,0.003745633,"Darlinghurst and Surry Hill",0
475,535,0,0,0,0,9361.235876,374.335,0.000000796,0.003763922,"Darlinghurst and Surry Hill",0
476,539,0,0,0,0,34552.65331,586.808,0.00000185,0.005913535,"Darlinghurst and Surry Hill",0
477,575,178,79,257,26,20489.8834,341.871,0.00000068,0.003323088,"Darlinghurst and Surry Hill",0.01
478,95,1608,462,2070,42,101616.5123,551.429,0.00000194,0.005451836,"Sydney CBD",0.02
479,146,0,0,0,0,0,883.903,0.0000015,0.008091721,"Sydney CBD",0
480,46,3635,443,4078,154,132218.936,430.362,0.000000955,0.004396087,"Sydney CBD",0.03
481,410,0,0,0,0,16955.27612,312.136,0.000000567,0.002973784,"Darlinghurst and Surry Hill",0
482,533,2,3,5,2,3118.472694,228.569,0.000000255,0.002297805,"Darlinghurst and Surry Hill",0
483,553,2,2,4,2,49599.65355,831.379,0.00000362,0.00838788,"Darlinghurst and Surry Hill",0
484,805,0,0,0,0,8634.583343,219.823,0.000000259,0.002234277,Camperdown,0
485,804,0,0,0,0,16946.28182,254.805,0.000000331,0.002622668,Camperdown,0
486,814,12,25,37,2,17074.22392,375.163,0.000000736,0.003629273,Camperdown,0
487,813,11,4,15,1,8618.82246,281.769,0.000000445,0.002728434,Camperdown,0
488,812,0,0,0,0,13787.31667,304.909,0.000000527,0.002919783,Camperdown,0
489,560,35,35,70,9,6278.940569,186.651,0.000000189,0.001781915,"Darlinghurst and Surry Hill",0.01
490,1214,10,7,17,7,121295.2205,1085.637,0.0000069,0.010848754,Zetland,0
491,28,1920,439,2359,103,115547.0545,622.64,0.00000225,0.005998559,"Sydney CBD",0.02
492,1257,0,0,0,0,2646.656789,384.218,0.000000827,0.003758243,Zetland,0
493,66,3709,402,4111,58,94160.78472,342.251,0.000000711,0.003360138,"Sydney CBD",0.04
494,1251,37,35,72,5,34816.78587,528.52,0.00000142,0.005182466,Zetland,0
495,1252,0,0,0,0,1632.91963,378.879,0.000000755,0.003794702,Zetland,0
496,1253,87,99,186,20,62587.85866,608.633,0.00000193,0.005963361,Zetland,0
497,1254,0,0,0,0,0,1071.149,0.00000132,0.004925912,Zetland,0
498,74,1602,361,1963,166,59096.27119,535.761,0.000000938,0.004992006,"Sydney CBD",0.03
499,100,144,423,567,5,29012.12483,602.982,0.000000454,0.003222161,"Sydney CBD",0.02
500,561,80,83,163,24,22131.88941,352.855,0.000000415,0.003436507,"Darlinghurst and Surry Hill",0.01
501,562,155,22,177,10,9743.464748,204.095,0.000000214,0.002027934,"Darlinghurst and Surry Hill",0.02
502,1086,30,17,47,7,14346.54428,523.256,0.00000122,0.005063441,Alexandria,0
503,1085,0,0,0,0,4380.3785,1071.149,0.000000371,0.003256387,Alexandria,0
504,30,66,75,141,18,25180.12083,426.806,0.00000073,0.004013935,"Sydney CBD",0.01
505,118,97,87,184,32,42135.20785,328.253,0.000000366,0.003050428,"Sydney CBD",0
506,563,121,53,174,21,6327.691349,260.849,0.000000274,0.002623993,"Darlinghurst and Surry Hill",0.03
507,60,204,109,313,11,25048.3984,455.969,0.000000605,0.00421576,"Sydney CBD",0.01
508,11,5294,572,5866,132,254388.7544,957.643,0.00000233,0.008865898,"Sydney CBD",0.02
509,1054,0,0,0,0,14064.66096,333.763,0.000000624,0.003229732,Alexandria,0
510,72,295,192,487,3,65426.75924,499.682,0.00000114,0.004756457,"Sydney CBD",0.01
511,1048,0,0,0,0,4931.782447,296.876,0.00000052,0.002965959,Alexandria,0
512,1017,3,0,3,2,4940.324995,487.499,0.000000757,0.00486687,Alexandria,0
513,1018,2,0,2,1,10657.8108,487.244,0.000000929,0.004780799,Alexandria,0
514,1019,10,0,10,1,10930.40657,533.801,0.000001,0.005309319,Alexandria,0
515,580,0,0,0,0,15548.52472,389.853,0.000000902,0.003892375,"Darlinghurst and Surry Hill",0
516,694,0,0,0,0,9000.934327,383.181,0.000000522,0.003611656,"Redfern, Erskineville and Macdonaldtown",0
517,731,0,0,0,0,10370.02386,435.524,0.00000103,0.00420853,"Redfern, Erskineville and Macdonaldtown",0
518,756,1,0,1,0,13766.83707,573.031,0.000000746,0.005982468,"Redfern, Erskineville and Macdonaldtown",0
519,755,0,0,0,0,8504.79435,563.494,0.000000672,0.005241018,"Redfern, Erskineville and Macdonaldtown",0
520,842,0,0,0,0,18931.17381,405.846,0.00000073,0.004148845,Glebe,0
521,944,0,0,0,0,7451.992819,363.946,0.000000746,0.003579912,Glebe,0
522,943,0,0,0,0,8329.000959,353.283,0.000000714,0.003452466,Glebe,0
